"ScaffoldName"	"RefSeq.ScaffoldAccession"
"Thamnophis_sirtalis_GCF_001077635.1_read4022"	"NW_013661701.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4023"	"NW_013661702.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4024"	"NW_013661703.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4025"	"NW_013661704.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4026"	"NW_013661705.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4027"	"NW_013661706.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4028"	"NW_013661707.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4029"	"NW_013661708.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4030"	"NW_013661709.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4031"	"NW_013661710.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4032"	"NW_013661711.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4033"	"NW_013661712.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4034"	"NW_013661713.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4035"	"NW_013661714.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4036"	"NW_013661715.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4037"	"NW_013661716.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4038"	"NW_013661717.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4039"	"NW_013661718.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4040"	"NW_013661719.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4041"	"NW_013661720.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4042"	"NW_013661721.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4043"	"NW_013661722.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4044"	"NW_013661723.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4045"	"NW_013661724.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4046"	"NW_013661725.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4047"	"NW_013661726.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4048"	"NW_013661727.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4049"	"NW_013661728.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4050"	"NW_013661729.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4051"	"NW_013661730.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4052"	"NW_013661731.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4053"	"NW_013661732.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4054"	"NW_013661733.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4055"	"NW_013661734.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4056"	"NW_013661735.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4057"	"NW_013661736.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4058"	"NW_013661737.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4059"	"NW_013661738.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4060"	"NW_013661739.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4061"	"NW_013661740.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4062"	"NW_013661741.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4063"	"NW_013661742.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4064"	"NW_013661743.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4065"	"NW_013661744.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4066"	"NW_013661745.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4067"	"NW_013661746.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4068"	"NW_013661747.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4069"	"NW_013661748.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4070"	"NW_013661749.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4071"	"NW_013661750.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4072"	"NW_013661751.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4073"	"NW_013661752.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4074"	"NW_013661753.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4075"	"NW_013661754.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4076"	"NW_013661755.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4077"	"NW_013661756.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4078"	"NW_013661757.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4079"	"NW_013661758.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4080"	"NW_013661759.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4081"	"NW_013661760.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4082"	"NW_013661761.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4083"	"NW_013661762.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4084"	"NW_013661763.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4085"	"NW_013661764.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4086"	"NW_013661765.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4087"	"NW_013661766.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4088"	"NW_013661767.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4089"	"NW_013661768.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4090"	"NW_013661769.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4091"	"NW_013661770.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4092"	"NW_013661771.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4093"	"NW_013661772.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4094"	"NW_013661773.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4095"	"NW_013661774.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4096"	"NW_013661775.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4097"	"NW_013661776.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4098"	"NW_013661777.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4099"	"NW_013661778.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4100"	"NW_013661779.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4101"	"NW_013661780.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4102"	"NW_013661781.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4103"	"NW_013661782.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4104"	"NW_013661783.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4105"	"NW_013661784.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4106"	"NW_013661785.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4107"	"NW_013661786.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4108"	"NW_013661787.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4109"	"NW_013661788.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4110"	"NW_013661789.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4111"	"NW_013661790.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4112"	"NW_013661791.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4113"	"NW_013661792.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4114"	"NW_013661793.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4115"	"NW_013661794.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4116"	"NW_013661795.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4117"	"NW_013661796.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4118"	"NW_013661797.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4119"	"NW_013661798.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4120"	"NW_013661799.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4121"	"NW_013661800.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4122"	"NW_013661801.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4123"	"NW_013661802.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4124"	"NW_013661803.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4125"	"NW_013661804.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4126"	"NW_013661805.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4127"	"NW_013661806.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4128"	"NW_013661807.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4129"	"NW_013661808.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4130"	"NW_013661809.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4131"	"NW_013661810.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4132"	"NW_013661811.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4133"	"NW_013661812.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4134"	"NW_013661813.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4135"	"NW_013661814.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4136"	"NW_013661815.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4137"	"NW_013661816.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4138"	"NW_013661817.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4139"	"NW_013661818.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4140"	"NW_013661819.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4141"	"NW_013661820.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4142"	"NW_013661821.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4143"	"NW_013661822.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4144"	"NW_013661823.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4145"	"NW_013661824.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4146"	"NW_013661825.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4147"	"NW_013661826.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4148"	"NW_013661827.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4149"	"NW_013661828.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4150"	"NW_013661829.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4151"	"NW_013661830.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4152"	"NW_013661831.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4153"	"NW_013661832.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4154"	"NW_013661833.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4155"	"NW_013661834.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4156"	"NW_013661835.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4157"	"NW_013661836.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4158"	"NW_013661837.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4159"	"NW_013661838.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4160"	"NW_013661839.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4161"	"NW_013661840.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4162"	"NW_013661841.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4163"	"NW_013661842.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4164"	"NW_013661843.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4165"	"NW_013661844.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4166"	"NW_013661845.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4167"	"NW_013661846.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4168"	"NW_013661847.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4169"	"NW_013661848.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4170"	"NW_013661849.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4171"	"NW_013661850.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4172"	"NW_013661851.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4173"	"NW_013661852.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4174"	"NW_013661853.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4175"	"NW_013661854.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4176"	"NW_013661855.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4177"	"NW_013661856.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4178"	"NW_013661857.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4179"	"NW_013661858.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4180"	"NW_013661859.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4181"	"NW_013661860.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4182"	"NW_013661861.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4183"	"NW_013661862.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4184"	"NW_013661863.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4185"	"NW_013661864.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4186"	"NW_013661865.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4187"	"NW_013661866.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4188"	"NW_013661867.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4189"	"NW_013661868.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4190"	"NW_013661869.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4191"	"NW_013661870.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4192"	"NW_013661871.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4193"	"NW_013661872.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4194"	"NW_013661873.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4195"	"NW_013661874.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4196"	"NW_013661875.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4197"	"NW_013661876.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4198"	"NW_013661877.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4199"	"NW_013661878.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4200"	"NW_013661879.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4201"	"NW_013661880.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4202"	"NW_013661881.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4203"	"NW_013661882.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4204"	"NW_013661883.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4205"	"NW_013661884.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4206"	"NW_013661885.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4207"	"NW_013661886.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4208"	"NW_013661887.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4209"	"NW_013661888.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4210"	"NW_013661889.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4211"	"NW_013661890.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4212"	"NW_013661891.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4213"	"NW_013661892.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4214"	"NW_013661893.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4215"	"NW_013661894.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4216"	"NW_013661895.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4217"	"NW_013661896.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4218"	"NW_013661897.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4219"	"NW_013661898.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4220"	"NW_013661899.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4221"	"NW_013661900.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4222"	"NW_013661901.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4223"	"NW_013661902.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4224"	"NW_013661903.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4225"	"NW_013661904.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4226"	"NW_013661905.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4227"	"NW_013661906.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4228"	"NW_013661907.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4229"	"NW_013661908.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4230"	"NW_013661909.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4231"	"NW_013661910.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4232"	"NW_013661911.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4233"	"NW_013661912.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4234"	"NW_013661913.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4235"	"NW_013661914.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4236"	"NW_013661915.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4237"	"NW_013661916.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4238"	"NW_013661917.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4239"	"NW_013661918.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4240"	"NW_013661919.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4241"	"NW_013661920.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4242"	"NW_013661921.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4243"	"NW_013661922.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4244"	"NW_013661923.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4245"	"NW_013661924.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4246"	"NW_013661925.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4247"	"NW_013661926.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4248"	"NW_013661927.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4249"	"NW_013661928.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4250"	"NW_013661929.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4251"	"NW_013661930.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4252"	"NW_013661931.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4253"	"NW_013661932.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4254"	"NW_013661933.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4255"	"NW_013661934.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4256"	"NW_013661935.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4257"	"NW_013661936.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4258"	"NW_013661937.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4259"	"NW_013661938.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4260"	"NW_013661939.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4261"	"NW_013661940.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4262"	"NW_013661941.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4263"	"NW_013661942.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4264"	"NW_013661943.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4265"	"NW_013661944.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4266"	"NW_013661945.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4267"	"NW_013661946.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4268"	"NW_013661947.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4269"	"NW_013661948.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4270"	"NW_013661949.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4271"	"NW_013661950.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4272"	"NW_013661951.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4273"	"NW_013661952.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4274"	"NW_013661953.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4275"	"NW_013661954.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4276"	"NW_013661955.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4277"	"NW_013661956.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4278"	"NW_013661957.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4279"	"NW_013661958.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4280"	"NW_013661959.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4281"	"NW_013661960.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4282"	"NW_013661961.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4283"	"NW_013661962.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4284"	"NW_013661963.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4285"	"NW_013661964.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4286"	"NW_013661965.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4287"	"NW_013661966.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4288"	"NW_013661967.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4289"	"NW_013661968.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4290"	"NW_013661969.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4291"	"NW_013661970.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4292"	"NW_013661971.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4293"	"NW_013661972.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4294"	"NW_013661973.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4295"	"NW_013661974.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4296"	"NW_013661975.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4297"	"NW_013661976.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4298"	"NW_013661977.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4299"	"NW_013661978.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4300"	"NW_013661979.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4301"	"NW_013661980.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4302"	"NW_013661981.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4303"	"NW_013661982.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4304"	"NW_013661983.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4305"	"NW_013661984.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4306"	"NW_013661985.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4307"	"NW_013661986.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4308"	"NW_013661987.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4309"	"NW_013661988.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4310"	"NW_013661989.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4311"	"NW_013661990.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4312"	"NW_013661991.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4313"	"NW_013661992.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4314"	"NW_013661993.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4315"	"NW_013661994.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4316"	"NW_013661995.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4317"	"NW_013661996.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4318"	"NW_013661997.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4319"	"NW_013661998.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4320"	"NW_013661999.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4321"	"NW_013662000.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4322"	"NW_013662001.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4323"	"NW_013662002.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4324"	"NW_013662003.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4325"	"NW_013662004.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4326"	"NW_013662005.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4327"	"NW_013662006.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4328"	"NW_013662007.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4329"	"NW_013662008.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4330"	"NW_013662009.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4331"	"NW_013662010.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4332"	"NW_013662011.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4333"	"NW_013662012.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4334"	"NW_013662013.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4335"	"NW_013662014.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4336"	"NW_013662015.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4337"	"NW_013662016.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4338"	"NW_013662017.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4339"	"NW_013662018.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4340"	"NW_013662019.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4341"	"NW_013662020.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4342"	"NW_013662021.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4343"	"NW_013662022.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4344"	"NW_013662023.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4345"	"NW_013662024.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4346"	"NW_013662025.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4347"	"NW_013662026.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4348"	"NW_013662027.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4349"	"NW_013662028.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4350"	"NW_013662029.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4351"	"NW_013662030.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4352"	"NW_013662031.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4353"	"NW_013662032.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4354"	"NW_013662033.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4355"	"NW_013662034.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4356"	"NW_013662035.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4357"	"NW_013662036.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4358"	"NW_013662037.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4359"	"NW_013662038.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4360"	"NW_013662039.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4361"	"NW_013662040.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4362"	"NW_013662041.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4363"	"NW_013662042.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4364"	"NW_013662043.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4365"	"NW_013662044.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4366"	"NW_013662045.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4367"	"NW_013662046.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4368"	"NW_013662047.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4369"	"NW_013662048.1"
"Thamnophis_sirtalis_GCF_001077635.1_read4370"	"NW_013662049.1"
