tree1	tree2	RF
astral_chr1block1.tree	astral_chr1block3.tree	22
astral_chr1block1.tree	astral_chr1block4.tree	44
astral_chr1block3.tree	astral_chr1block4.tree	44
astral_chr1block1.tree	astral_chr1block5.tree	20
astral_chr1block3.tree	astral_chr1block5.tree	20
astral_chr1block4.tree	astral_chr1block5.tree	44
astral_chr1block1.tree	astral_chr2block2.tree	48
astral_chr1block3.tree	astral_chr2block2.tree	48
astral_chr1block4.tree	astral_chr2block2.tree	58
astral_chr1block5.tree	astral_chr2block2.tree	46
astral_chr1block1.tree	astral_chr2block3.tree	14
astral_chr1block3.tree	astral_chr2block3.tree	20
astral_chr1block4.tree	astral_chr2block3.tree	42
astral_chr1block5.tree	astral_chr2block3.tree	20
astral_chr2block2.tree	astral_chr2block3.tree	48
astral_chr1block1.tree	astral_chr2block4.tree	34
astral_chr1block3.tree	astral_chr2block4.tree	34
astral_chr1block4.tree	astral_chr2block4.tree	46
astral_chr1block5.tree	astral_chr2block4.tree	30
astral_chr2block2.tree	astral_chr2block4.tree	54
astral_chr2block3.tree	astral_chr2block4.tree	30
astral_chr1block1.tree	astral_chr2block5.tree	28
astral_chr1block3.tree	astral_chr2block5.tree	30
astral_chr1block4.tree	astral_chr2block5.tree	38
astral_chr1block5.tree	astral_chr2block5.tree	26
astral_chr2block2.tree	astral_chr2block5.tree	44
astral_chr2block3.tree	astral_chr2block5.tree	24
astral_chr2block4.tree	astral_chr2block5.tree	36
astral_chr1block1.tree	astral_chr2block6.tree	16
astral_chr1block3.tree	astral_chr2block6.tree	24
astral_chr1block4.tree	astral_chr2block6.tree	38
astral_chr1block5.tree	astral_chr2block6.tree	24
astral_chr2block2.tree	astral_chr2block6.tree	48
astral_chr2block3.tree	astral_chr2block6.tree	24
astral_chr2block4.tree	astral_chr2block6.tree	36
astral_chr2block5.tree	astral_chr2block6.tree	28
astral_chr1block1.tree	astral_chr3block1.tree	28
astral_chr1block3.tree	astral_chr3block1.tree	30
astral_chr1block4.tree	astral_chr3block1.tree	48
astral_chr1block5.tree	astral_chr3block1.tree	24
astral_chr2block2.tree	astral_chr3block1.tree	48
astral_chr2block3.tree	astral_chr3block1.tree	22
astral_chr2block4.tree	astral_chr3block1.tree	38
astral_chr2block5.tree	astral_chr3block1.tree	32
astral_chr2block6.tree	astral_chr3block1.tree	32
astral_chr1block1.tree	astral_chr3block2.tree	26
astral_chr1block3.tree	astral_chr3block2.tree	26
astral_chr1block4.tree	astral_chr3block2.tree	48
astral_chr1block5.tree	astral_chr3block2.tree	26
astral_chr2block2.tree	astral_chr3block2.tree	50
astral_chr2block3.tree	astral_chr3block2.tree	20
astral_chr2block4.tree	astral_chr3block2.tree	34
astral_chr2block5.tree	astral_chr3block2.tree	26
astral_chr2block6.tree	astral_chr3block2.tree	30
astral_chr3block1.tree	astral_chr3block2.tree	20
astral_chr1block1.tree	astral_chr3block3.tree	14
astral_chr1block3.tree	astral_chr3block3.tree	22
astral_chr1block4.tree	astral_chr3block3.tree	40
astral_chr1block5.tree	astral_chr3block3.tree	18
astral_chr2block2.tree	astral_chr3block3.tree	46
astral_chr2block3.tree	astral_chr3block3.tree	16
astral_chr2block4.tree	astral_chr3block3.tree	30
astral_chr2block5.tree	astral_chr3block3.tree	26
astral_chr2block6.tree	astral_chr3block3.tree	24
astral_chr3block1.tree	astral_chr3block3.tree	26
astral_chr3block2.tree	astral_chr3block3.tree	26
astral_chr1block1.tree	astral_chr3block4.tree	14
astral_chr1block3.tree	astral_chr3block4.tree	22
astral_chr1block4.tree	astral_chr3block4.tree	42
astral_chr1block5.tree	astral_chr3block4.tree	16
astral_chr2block2.tree	astral_chr3block4.tree	48
astral_chr2block3.tree	astral_chr3block4.tree	10
astral_chr2block4.tree	astral_chr3block4.tree	30
astral_chr2block5.tree	astral_chr3block4.tree	26
astral_chr2block6.tree	astral_chr3block4.tree	22
astral_chr3block1.tree	astral_chr3block4.tree	28
astral_chr3block2.tree	astral_chr3block4.tree	24
astral_chr3block3.tree	astral_chr3block4.tree	14
astral_chr1block1.tree	astral_chr4block1.tree	22
astral_chr1block3.tree	astral_chr4block1.tree	30
astral_chr1block4.tree	astral_chr4block1.tree	40
astral_chr1block5.tree	astral_chr4block1.tree	24
astral_chr2block2.tree	astral_chr4block1.tree	50
astral_chr2block3.tree	astral_chr4block1.tree	18
astral_chr2block4.tree	astral_chr4block1.tree	32
astral_chr2block5.tree	astral_chr4block1.tree	30
astral_chr2block6.tree	astral_chr4block1.tree	26
astral_chr3block1.tree	astral_chr4block1.tree	24
astral_chr3block2.tree	astral_chr4block1.tree	24
astral_chr3block3.tree	astral_chr4block1.tree	24
astral_chr3block4.tree	astral_chr4block1.tree	22
astral_chr1block1.tree	astral_chr4block10.tree	30
astral_chr1block3.tree	astral_chr4block10.tree	28
astral_chr1block4.tree	astral_chr4block10.tree	46
astral_chr1block5.tree	astral_chr4block10.tree	26
astral_chr2block2.tree	astral_chr4block10.tree	56
astral_chr2block3.tree	astral_chr4block10.tree	30
astral_chr2block4.tree	astral_chr4block10.tree	32
astral_chr2block5.tree	astral_chr4block10.tree	38
astral_chr2block6.tree	astral_chr4block10.tree	30
astral_chr3block1.tree	astral_chr4block10.tree	34
astral_chr3block2.tree	astral_chr4block10.tree	36
astral_chr3block3.tree	astral_chr4block10.tree	28
astral_chr3block4.tree	astral_chr4block10.tree	30
astral_chr4block1.tree	astral_chr4block10.tree	34
